Dt_name Cre_transcriptID	Cre_transcript_E_value	Cre_geneID	Cre_proteinID	Cre_protein_definition
Locus_3535_Transcript_1/1_Confidence_1.000_Length_948	CHLREDRAFT183677	3e-40	estExt_fgenesh2_kg.C_10175	Cre01.g040450.t1.1	histidine-containing phosphotransfer factor 5
Locus_3536_Transcript_2/2_Confidence_0.600_Length_768	CHLREDRAFT155606	1e-69	acegs_kg.scaffold_5000173	Cre02.g097550.t1.1	YebC-related
Locus_3540_Transcript_1/1_Confidence_1.000_Length_1893	CHLREDRAFT118297	0.0	e_gwW.24.65.1	Cre02.g123400.t1.2	Eukaryotic release factor 1 (eRF1) family protein
Locus_3542_Transcript_1/2_Confidence_1.000_Length_968	CHLREDRAFT377402	1e-70	estExt_fgenesh1_pm.C_chromosome_20753	Cre02.g141450.t1.1	ubiquitin-conjugating enzyme 16
Locus_3544_Transcript_2/2_Confidence_0.889_Length_1228	CHLREDRAFT115025	2e-92	e_gwW.12.166.1	Cre06.g306950.t1.2	Protein kinase superfamily protein
Locus_3545_Transcript_1/1_Confidence_1.000_Length_3554	CHLREDRAFT412598	6e-176	pasa_Sanger_mRNA11285	Cre13.g578450.t1.1	tRNA synthetase class I (I, L, M and V) family protein
Locus_3547_Transcript_1/2_Confidence_0.667_Length_1490			Cre20.g761000.t1.1	NA
Locus_3548_Transcript_1/1_Confidence_1.000_Length_1185	CHLREDRAFT185663	6e-78	estExt_fgenesh2_kg.C_630007	Cre03.g211150.t1.1	Rhodanese/Cell cycle control phosphatase superfamily protein
Locus_3549_Transcript_4/4_Confidence_0.500_Length_1848			Cre06.g256400.t1.2	NA
Locus_3550_Transcript_6/8_Confidence_0.069_Length_2074	CHLREDRAFT344488	0.0	estExt_fgenesh1_pg.C_chromosome_60720	Cre06.g300750.t1.2	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Locus_3554_Transcript_1/1_Confidence_1.000_Length_845	CHLREDRAFT155857	3e-44	acegs_kg.scaffold_6000018	Cre05.g245350.t1.2	Oxoglutarate/iron-dependent oxygenase
Locus_3556_Transcript_1/1_Confidence_1.000_Length_909	CHLREDRAFT117918	1e-76	e_gwW.22.70.1	Cre09.g389300.t1.2	Leucine-rich repeat (LRR) family protein
Locus_3557_Transcript_2/2_Confidence_1.000_Length_2961	CHLREDRAFT195459	2e-84	SAN_e_gwH.12.195.1	Cre06.g310000.t1.1	Adaptin family protein
Locus_3558_Transcript_5/5_Confidence_0.562_Length_1081	CHLREDRAFT195845	1e-30	PIE_estExt_fgenesh2_pg.C_300005	Cre09.g408200.t1.1	serine/arginine-rich 22
Locus_3559_Transcript_2/2_Confidence_0.944_Length_2027	CHLREDRAFT188357	0.0	estExt_fgenesh2_pg.C_100084	Cre10.g441400.t1.1	NOP56-like pre RNA processing ribonucleoprotein
Locus_3561_Transcript_2/2_Confidence_0.857_Length_1566			Cre12.g489600.t1.2	NA
Locus_3570_Transcript_1/1_Confidence_1.000_Length_1760	CHLREDRAFT196544	0.0	MHS_Chlre2_kg.scaffold_6000003	Cre05.g241850.t1.1	ATP-citrate lyase A-1
Locus_3572_Transcript_1/1_Confidence_1.000_Length_1039	CHLREDRAFT174831	2e-54	fgenesh2_pg.C_scaffold_26000213	Cre06.g288650.t1.1	fatty acid desaturase 6
Locus_3575_Transcript_1/1_Confidence_1.000_Length_1771	CHLREDRAFT178821	8e-51	fgenesh2_pg.C_scaffold_56000054	Cre12.g493150.t1.1	NAD(P)H dehydrogenase (quinone)s
Locus_3576_Transcript_3/3_Confidence_0.600_Length_1768	CHLREDRAFT53583	0.0	estExt_GenewiseH_1.C_70119	Cre02.g085450.t1.1	Coproporphyrinogen III oxidase
Locus_3578_Transcript_1/1_Confidence_1.000_Length_1211	CHLREDRAFT195615	5e-88	STE_estExt_fgenesh2_kg.C_10210	Cre01.g047800.t1.2	CAX-interacting protein 2
Locus_3581_Transcript_1/1_Confidence_1.000_Length_1266	CHLREDRAFT401846	4e-21	pasa_Sanger_mRNA27934	Cre06.g270300.t1.2	NA
Locus_3583_Transcript_2/3_Confidence_0.400_Length_1027	CHLREDRAFT141205	5e-25	Chlre2_kg.scaffold_7000032	Cre02.g074700.t1.1	NA
Locus_3587_Transcript_3/8_Confidence_0.417_Length_2102	CHLREDRAFT417635	1e-16	pasa_Sanger_mRNA22078	Cre03.g171179.t1.1	NA
Locus_3593_Transcript_1/1_Confidence_1.000_Length_2763	CHLREDRAFT133099	0.0	estExt_gwp_1H.C_820072	Cre03.g180850.t1.1	Sec23/Sec24 protein transport family protein
Locus_3594_Transcript_2/2_Confidence_0.667_Length_1712	CHLREDRAFT378705	5e-116	estExt_fgenesh1_pm.C_chromosome_70009	Cre07.g313550.t1.2	alpha/beta-Hydrolases superfamily protein
Locus_3596_Transcript_4/5_Confidence_0.143_Length_1461	CHLREDRAFT206053	1e-39	SKA_Chlre2_kg.scaffold_25000102	Cre09.g402950.t1.2	NA
Locus_3598_Transcript_1/1_Confidence_1.000_Length_576	CHLREDRAFT168235	3e-36	fgenesh2_pg.C_scaffold_4000286	Cre10.g461000.t1.1	ARM repeat superfamily protein
Locus_3599_Transcript_1/1_Confidence_1.000_Length_620	CHLREDRAFT205925	3e-39	SKA_chlre3.19.230.1.1	Cre03.g193550.t1.2	decoy
Locus_3600_Transcript_1/1_Confidence_1.000_Length_1822	CHLREDRAFT196693	5e-36	DNE_fgenesh2_pg.C_scaffold_71000022	
Locus_3604_Transcript_3/3_Confidence_0.600_Length_1494	CHLREDRAFT148395	4e-148	Chlre2_kg.scaffold_21000008	Cre08.g385850.t1.1	cyclin dependent kinase group C2
Locus_3607_Transcript_1/1_Confidence_1.000_Length_3231	CHLREDRAFT419660	3e-92	pasa_Sanger_mRNA23895	Cre03.g190900.t1.2	NA
Locus_3608_Transcript_2/3_Confidence_0.667_Length_1165	CHLREDRAFT401140	5e-18	pasa_Sanger_mRNA28399	Cre06.g291550.t1.1	NA
Locus_3609_Transcript_1/1_Confidence_1.000_Length_750			Cre13.g576250.t1.2	NA
Locus_3612_Transcript_1/1_Confidence_1.000_Length_482	CHLREDRAFT128945	8e-26	estExt_gwp_1H.C_10050	Cre01.g031200.t1.1	Signal recognition particle, SRP9/SRP14 subunit
Locus_3613_Transcript_2/2_Confidence_0.750_Length_1829	CHLREDRAFT135825	2e-177	estExt_gwp_1W.C_130098	Cre17.g711150.t1.1	fatty acid desaturase 2
Locus_3614_Transcript_1/1_Confidence_1.000_Length_1140	CHLREDRAFT399259	4e-101	pasa_Sanger_mRNA32471	Cre09.g398200.t1.1	Galactose oxidase/kelch repeat superfamily protein
Locus_3615_Transcript_1/4_Confidence_0.500_Length_1688	CHLREDRAFT17453	5e-104	fgenesh1_pg.C_scaffold_31000185	Cre12.g520650.t1.1	tubby like protein 1
Locus_3617_Transcript_1/1_Confidence_1.000_Length_2356	CHLREDRAFT130716	2e-91	estExt_gwp_1H.C_250035	Cre09.g400400.t1.2	Protein of unknown function DUF106, transmembrane
Locus_3618_Transcript_1/1_Confidence_1.000_Length_1531	CHLREDRAFT284930	5e-100	au.g3315_t1	Cre12.g512250.t1.2	Polynucleotidyl transferase, ribonuclease H fold protein with HRDC domain
Locus_3619_Transcript_1/2_Confidence_0.667_Length_790	CHLREDRAFT81617	7e-35	estExt_GenewiseW_1.C_370083	Cre16.g660851.t1.1	Ubiquinol-cytochrome C reductase hinge protein
Locus_3620_Transcript_1/1_Confidence_1.000_Length_3234	CHLREDRAFT40158	0.0	gwH.1.129.1	Cre01.g038250.t1.1	Pyridoxal phosphate (PLP)-dependent transferases superfamily protein
Locus_3625_Transcript_1/2_Confidence_0.500_Length_494	CHLREDRAFT154852	4e-20	Chlre2_kg.scaffold_97000023	Cre17.g719050.t1.1	NA
Locus_3628_Transcript_1/1_Confidence_1.000_Length_1475	CHLREDRAFT399376	2e-71	pasa_Sanger_mRNA32924	Cre09.g416000.t1.1	Pre-mRNA-splicing factor 3
Locus_3629_Transcript_1/1_Confidence_1.000_Length_1458	CHLREDRAFT185128	1e-79	estExt_fgenesh2_kg.C_370043	Cre16.g662150.t1.1	cofactor assembly of complex C
Locus_3630_Transcript_5/5_Confidence_0.692_Length_1504	CHLREDRAFT139332	2e-104	estExt_gwp_1W.C_420058	Cre01.g072350.t1.2	SPFH/Band 7/PHB domain-containing membrane-associated protein family
Locus_3631_Transcript_1/9_Confidence_0.489_Length_3264	CHLREDRAFT206388	1e-17	OVA_fgenesh2_pg.C_scaffold_19000028	Cre03.g193400.t1.1	RNApolymerase sigma subunit 2
Locus_3634_Transcript_1/1_Confidence_1.000_Length_900	CHLREDRAFT343310	1e-55	estExt_fgenesh1_pg.C_chromosome_30117	Cre03.g156300.t1.1	NA
Locus_3635_Transcript_1/1_Confidence_1.000_Length_1706	CHLREDRAFT103841	0.0	e_gwH.28.33.1	Cre01.g065150.t1.1	histidinol phosphate aminotransferase 1
Locus_3637_Transcript_2/2_Confidence_0.857_Length_4662	CHLREDRAFT408435	2e-118	pasa_Sanger_mRNA16570	Cre17.g719450.t1.2	ataurora1
Locus_3639_Transcript_1/1_Confidence_1.000_Length_1332	CHLREDRAFT104930	2e-119	e_gwH.34.63.1	Cre03.g154550.t1.2	pyrroline-5- carboxylate (P5C) reductase
Locus_3641_Transcript_7/7_Confidence_0.727_Length_3311	CHLREDRAFT129025	0.0	estExt_gwp_1H.C_10164	Cre01.g042750.t1.1	aconitase 2
Locus_3642_Transcript_1/1_Confidence_1.000_Length_1511	CHLREDRAFT395994	2e-135	pasa_Sanger_mRNA14814	Cre16.g689700.t1.2	D-isomer specific 2-hydroxyacid dehydrogenase family protein
Locus_3645_Transcript_1/1_Confidence_1.000_Length_1127	CHLREDRAFT314665	1e-09	kg.chromosome_12_#_1764_#_chlre3.18.41.2.11	Cre12.g534500.t1.1	NA
Locus_3646_Transcript_1/1_Confidence_1.000_Length_900	CHLREDRAFT195890	1e-43	STE_chlre3.24.44.1.1	Cre02.g142800.t1.1	Thioredoxin z
Locus_3647_Transcript_4/4_Confidence_0.467_Length_2296	CHLREDRAFT115081	0.0	e_gwW.12.23.1	Cre06.g309100.t1.1	heat shock protein 60
Locus_3648_Transcript_1/1_Confidence_1.000_Length_3597	CHLREDRAFT424881	0.0	pasa_Sanger_mRNA8625	Cre12.g503500.t1.1	NA
Locus_3650_Transcript_10/10_Confidence_0.400_Length_876	CHLREDRAFT205911	4e-57	SKA_estExt_fgenesh2_pg.C_110286	Cre12.g487500.t1.2	non-yellowing 1
Locus_3651_Transcript_1/1_Confidence_1.000_Length_1590	CHLREDRAFT410180	1e-109	pasa_Sanger_mRNA17048	Cre17.g741250.t1.2	NA
Locus_3652_Transcript_1/1_Confidence_1.000_Length_1432	CHLREDRAFT405601	3e-08	pasa_Sanger_mRNA505	
Locus_3653_Transcript_2/2_Confidence_0.667_Length_1833	CHLREDRAFT132194	0.0	estExt_gwp_1H.C_480002	Cre11.g467700.t1.1	Uroporphyrinogen decarboxylase
Locus_3654_Transcript_1/1_Confidence_1.000_Length_746	CHLREDRAFT411958	6e-12	pasa_Sanger_mRNA10864	
Locus_3661_Transcript_4/4_Confidence_0.700_Length_1042	CHLREDRAFT206091	4e-79	OVA_acegs_kg.scaffold_72000022	Cre01.g004450.t1.1	NA
Locus_3662_Transcript_7/7_Confidence_0.478_Length_1819	CHLREDRAFT142476	3e-106	Chlre2_kg.scaffold_3000449	Cre06.g250950.t1.1	Zinc finger C-x8-C-x5-C-x3-H type family protein
Locus_3665_Transcript_2/4_Confidence_0.364_Length_1466	CHLREDRAFT392133	2e-59	pasa_Sanger_mRNA30161	Cre07.g323950.t1.1	NA
Locus_3666_Transcript_1/1_Confidence_1.000_Length_2703	CHLREDRAFT194322	9e-100	estExt_fgenesh2_pg.C_630002	Cre03.g209100.t1.2	3-phosphoserine phosphatase
Locus_3667_Transcript_1/1_Confidence_1.000_Length_1761	CHLREDRAFT169453	2e-108	fgenesh2_pg.C_scaffold_10000255	Cre07.g331800.t1.1	pfkB-like carbohydrate kinase family protein
Locus_3668_Transcript_1/1_Confidence_1.000_Length_1775	CHLREDRAFT314471	6e-16	kg.chromosome_12_#_1570_#_877718:1	Cre12.g529000.t1.1	NA
Locus_3670_Transcript_1/1_Confidence_1.000_Length_837	CHLREDRAFT300661	1e-23	kg.chromosome_2_#_100_#_chlre3.7.192.1.1	Cre02.g075250.t1.1	chaperone protein dnaJ-related
Locus_3672_Transcript_1/2_Confidence_0.667_Length_796	CHLREDRAFT143441	1e-21	Chlre2_kg.scaffold_2000169	Cre13.g571150.t1.1	NA
Locus_3675_Transcript_1/1_Confidence_1.000_Length_575	CHLREDRAFT417617	3e-29	pasa_Sanger_mRNA21957	Cre03.g164950.t1.2	arginine/serine-rich 45
Locus_3676_Transcript_3/3_Confidence_0.750_Length_3656	CHLREDRAFT191903	0.0	estExt_fgenesh2_pg.C_250186	Cre09.g386400.t1.1	ubiquitin activating enzyme 2
Locus_3679_Transcript_1/1_Confidence_1.000_Length_1670	CHLREDRAFT344561	7e-60	estExt_fgenesh1_pg.C_chromosome_60833	Cre06.g310350.t1.1	NA
Locus_3684_Transcript_1/1_Confidence_1.000_Length_3016	CHLREDRAFT393988	3e-132	pasa_Sanger_mRNA6259	Cre11.g478200.t1.2	Adaptin family protein
Locus_3685_Transcript_1/1_Confidence_1.000_Length_1268	CHLREDRAFT30639	2e-79	estExt_fgenesh1_pg.C_20512	Cre13.g588100.t1.1	rotamase cyclophilin 2
Locus_3687_Transcript_3/3_Confidence_0.571_Length_1282	CHLREDRAFT378506	9e-81	estExt_fgenesh1_pm.C_chromosome_60432	Cre06.g286550.t1.1	NA
Locus_3690_Transcript_1/1_Confidence_1.000_Length_284			Cre09.g411300.t1.2	NA
Locus_3693_Transcript_1/1_Confidence_1.000_Length_1162	CHLREDRAFT152636	1e-24	Chlre2_kg.scaffold_48000060	Cre45.g788300.t1.2	NA
Locus_3696_Transcript_1/2_Confidence_0.750_Length_2832	CHLREDRAFT132235	4e-113	estExt_gwp_1H.C_500017	Cre07.g335600.t1.1	NA
Locus_3697_Transcript_1/10_Confidence_0.395_Length_2400	CHLREDRAFT191309	3e-18	estExt_fgenesh2_pg.C_240176	Cre02.g122500.t1.2	NA
Locus_3702_Transcript_1/1_Confidence_1.000_Length_1603	CHLREDRAFT322052	6e-78	kg.26_#_19_#_chlre3.81.21.4.51	Cre26.g771950.t1.1	Ribosomal protein L24e family protein
Locus_3703_Transcript_3/10_Confidence_0.452_Length_3218	CHLREDRAFT346258	5e-71	estExt_fgenesh1_pg.C_chromosome_120503	Cre12.g522250.t1.1	NA
Locus_3704_Transcript_1/1_Confidence_1.000_Length_1475	CHLREDRAFT205783	1e-26	OVA_estExt_fgenesh2_pg.C_170075	Cre14.g630400.t1.1	NAD(P)-linked oxidoreductase superfamily protein
Locus_3708_Transcript_3/3_Confidence_0.714_Length_2578	CHLREDRAFT399199	1e-92	pasa_Sanger_mRNA32897	Cre09.g414800.t1.1	serine carboxypeptidase-like 25
Locus_3711_Transcript_1/2_Confidence_0.667_Length_821			Cre12.g536900.t1.2	plastid transcriptionally active 17
Locus_3712_Transcript_1/1_Confidence_1.000_Length_1523	CHLREDRAFT129012	5e-73	estExt_gwp_1H.C_10148	Cre01.g048150.t1.1	Staphylococcal nuclease homologue
Locus_3715_Transcript_1/1_Confidence_1.000_Length_1195	CHLREDRAFT127879	3e-96	estExt_gwp_1H.C_100098	Cre07.g328200.t1.1	Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein
Locus_3719_Transcript_2/2_Confidence_0.833_Length_1804	CHLREDRAFT128415	9e-155	estExt_gwp_1H.C_130136	Cre17.g702500.t1.1	RNA binding
Locus_3726_Transcript_1/2_Confidence_0.667_Length_497	CHLREDRAFT180097	3e-46	fgenesh2_pg.C_scaffold_83000001	Cre12.g512950.t1.1	NA
Locus_3729_Transcript_1/1_Confidence_1.000_Length_761			Cre13.g571551.t1.1	light-mediated development protein 1 / deetiolated1 (DET1)
Locus_3730_Transcript_1/1_Confidence_1.000_Length_1642	CHLREDRAFT167482	0.0	fgenesh2_pg.C_scaffold_3000492	Cre06.g252450.t1.2	GTP-binding protein-related
Locus_3732_Transcript_1/1_Confidence_1.000_Length_1327	CHLREDRAFT188335	1e-177	estExt_fgenesh2_pg.C_100049	Cre10.g443300.t1.1	NIMA-related kinase 2
Locus_3736_Transcript_1/1_Confidence_1.000_Length_1605	CHLREDRAFT114378	8e-44	e_gwW.10.97.1	Cre10.g440900.t1.1	3\'-5\'-exoribonuclease family protein
Locus_3738_Transcript_1/1_Confidence_1.000_Length_1124	CHLREDRAFT98303	2e-86	e_gwH.6.128.1	Cre07.g319500.t1.2	phytochelatin synthase 1 (PCS1)
Locus_3740_Transcript_1/1_Confidence_1.000_Length_1645	CHLREDRAFT380918	3e-153	estExt_fgenesh1_pm.C_chromosome_130442	Cre13.g604650.t1.1	metallopeptidase M24 family protein
Locus_3741_Transcript_1/1_Confidence_1.000_Length_808	CHLREDRAFT186369	7e-63	estExt_fgenesh2_pg.C_80298	Cre10.g419800.t1.1	phosphatidylinositol synthase 1
Locus_3743_Transcript_1/3_Confidence_0.250_Length_1103	CHLREDRAFT32865	1e-13	estExt_fgenesh1_pg.C_180135	
Locus_3745_Transcript_1/1_Confidence_1.000_Length_2116	CHLREDRAFT101662	1e-119	e_gwH.1.136.1	Cre01.g021250.t1.2	L-Aspartase-like family protein
Locus_3747_Transcript_7/10_Confidence_0.593_Length_3979			Cre03.g207500.t1.2	NA
Locus_3750_Transcript_1/1_Confidence_1.000_Length_1711	CHLREDRAFT381790	4e-98	estExt_fgenesh1_pm.C_chromosome_170373	Cre17.g731300.t1.1	Uncharacterized protein family (UPF0016)
Locus_3751_Transcript_1/1_Confidence_1.000_Length_1221	CHLREDRAFT116557	2e-126	e_gwW.1.632.1	Cre01.g022000.t1.2	P-loop containing nucleoside triphosphate hydrolases superfamily protein
Locus_3752_Transcript_2/2_Confidence_0.857_Length_1393	CHLREDRAFT288795	2e-104	au.g6938_t1	Cre16.g694400.t1.1	trigalactosyldiacylglycerol2
Locus_3755_Transcript_1/1_Confidence_1.000_Length_1353	CHLREDRAFT118113	6e-72	e_gwW.21.59.1	Cre08.g377100.t1.1	adenosine kinase
Locus_3756_Transcript_1/1_Confidence_1.000_Length_1203	CHLREDRAFT189194	0.0	estExt_fgenesh2_pg.C_140042	Cre03.g186300.t1.1	NA
Locus_3758_Transcript_3/3_Confidence_0.789_Length_3247	CHLREDRAFT331285	1e-78	pg.chromosome_13_#_373	Cre13.g589450.t1.1	NA
Locus_3759_Transcript_3/5_Confidence_0.684_Length_2372	CHLREDRAFT191102	0.0	estExt_fgenesh2_pg.C_210053	Cre08.g382350.t1.1	Nucleotide-sugar transporter family protein
Locus_3760_Transcript_1/1_Confidence_1.000_Length_1472	CHLREDRAFT403272	2e-12	pasa_Sanger_mRNA35369	Cre28.g777550.t1.1	TRAM, LAG1 and CLN8 (TLC) lipid-sensing domain containing protein
Locus_3761_Transcript_1/1_Confidence_1.000_Length_1623	CHLREDRAFT205875	2e-135	SKA_Chlre2_kg.scaffold_31000178	Cre12.g520200.t1.2	Pyridoxamine 5\'-phosphate oxidase family protein
Locus_3762_Transcript_1/1_Confidence_1.000_Length_1677	CHLREDRAFT123659	6e-139	e_gwW.100.49.1	Cre06.g277100.t1.1	Saccharopine dehydrogenase
Locus_3765_Transcript_2/2_Confidence_0.750_Length_814	CHLREDRAFT379038	4e-63	estExt_fgenesh1_pm.C_chromosome_80033	Cre08.g363500.t1.1	Protein-tyrosine phosphatase-like, PTPLA
Locus_3767_Transcript_1/1_Confidence_1.000_Length_490	CHLREDRAFT103067	6e-28	e_gwH.20.214.1	Cre12.g545000.t1.1	actin-related protein 7
Locus_3770_Transcript_3/3_Confidence_0.500_Length_1116	CHLREDRAFT187821	6e-90	estExt_fgenesh2_pg.C_40384	Cre10.g466750.t1.2	serine acetyltransferase 1;1
Locus_3771_Transcript_1/1_Confidence_1.000_Length_998	CHLREDRAFT196442	6e-131	MHS_estExt_gwp_1W.C_710047	Cre07.g354200.t1.1	glyceraldehyde-3-phosphate dehydrogenase of plastid 1
Locus_3776_Transcript_5/5_Confidence_0.745_Length_1413	CHLREDRAFT281838	2e-60	au.g430_t1	Cre10.g439350.t1.1	protein containing PDZ domain, a K-box domain, and a TPR region
Locus_3781_Transcript_1/1_Confidence_1.000_Length_1515	CHLREDRAFT186225	2e-143	estExt_fgenesh2_pg.C_80079	Cre10.g431150.t1.1	Tetratricopeptide repeat (TPR)-like superfamily protein
Locus_3782_Transcript_1/1_Confidence_1.000_Length_322	CHLREDRAFT146426	3e-59	Chlre2_kg.scaffold_1000250	Cre01.g024300.t1.1	associated molecule with the SH3 domain of STAM 1
Locus_3783_Transcript_1/1_Confidence_1.000_Length_742	CHLREDRAFT105113	7e-120	e_gwH.32.13.1	Cre17.g727650.t1.2	ABC transporter of the mitochondrion 3
Locus_3784_Transcript_1/1_Confidence_1.000_Length_1210	CHLREDRAFT185040	2e-99	estExt_fgenesh2_kg.C_330024	Cre11.g479500.t1.1	ribosomal protein L4
Locus_3788_Transcript_1/1_Confidence_1.000_Length_1066	CHLREDRAFT380485	9e-42	estExt_fgenesh1_pm.C_chromosome_120768	Cre12.g550750.t1.1	NA
Locus_3790_Transcript_5/5_Confidence_0.667_Length_2403	CHLREDRAFT166432	1e-53	fgenesh2_pg.C_scaffold_7000351	Cre02.g089900.t1.1	secretory carrier 3
Locus_3791_Transcript_1/2_Confidence_0.833_Length_1779	CHLREDRAFT149145	1e-65	Chlre2_kg.scaffold_28000093	Cre16.g674300.t1.1	ankyrin repeat-containing protein 2
Locus_3793_Transcript_4/5_Confidence_0.562_Length_1423	CHLREDRAFT150826	6e-67	Chlre2_kg.scaffold_31000192	Cre12.g519300.t1.1	NA
Locus_3794_Transcript_1/1_Confidence_1.000_Length_595	CHLREDRAFT178217	2e-17	fgenesh2_pg.C_scaffold_50000023	
Locus_3800_Transcript_3/3_Confidence_0.600_Length_1881	CHLREDRAFT341690	6e-46	pm.20_#_12	Cre20.g758300.t1.2	NA
Locus_3802_Transcript_1/1_Confidence_1.000_Length_424	CHLREDRAFT117217	2e-23	e_gwW.19.157.1	Cre03.g191950.t1.1	16S rRNA processing protein RimM family
Locus_3804_Transcript_1/2_Confidence_0.750_Length_2854	CHLREDRAFT167096	1e-178	fgenesh2_pg.C_scaffold_3000106	Cre06.g271150.t1.2	NA
Locus_3805_Transcript_1/1_Confidence_1.000_Length_902	CHLREDRAFT421892	1e-59	pasa_Sanger_mRNA5386	Cre10.g457550.t1.1	homolog of yeast autophagy 18 (ATG18) B
Locus_3807_Transcript_1/1_Confidence_1.000_Length_1476	CHLREDRAFT425620	5e-85	pasa_Sanger_mRNA7091	Cre12.g513600.t1.1	phosphatase-related
Locus_3814_Transcript_1/1_Confidence_1.000_Length_816	CHLREDRAFT191432	3e-83	estExt_fgenesh2_pg.C_230116	Cre02.g133050.t1.2	urophorphyrin methylase 1
Locus_3816_Transcript_1/1_Confidence_1.000_Length_1084	CHLREDRAFT377994	3e-28	estExt_fgenesh1_pm.C_chromosome_40039	Cre04.g216300.t1.1	NA
Locus_3819_Transcript_1/1_Confidence_1.000_Length_1274	CHLREDRAFT347542	5e-29	estExt_fgenesh1_pg.C_chromosome_160529	Cre16.g685350.t1.1	NA
Locus_3820_Transcript_1/1_Confidence_1.000_Length_847	CHLREDRAFT178320	1e-27	fgenesh2_pg.C_scaffold_49000028	Cre17.g736400.t1.2	sister-chromatid cohesion protein 3
Locus_3821_Transcript_1/2_Confidence_0.833_Length_946	CHLREDRAFT183472	2e-87	estExt_fgenesh2_kg.C_160040	Cre07.g344350.t1.1	plastidic type i signal peptidase 1
Locus_3822_Transcript_1/1_Confidence_1.000_Length_832	CHLREDRAFT192847	2e-63	estExt_fgenesh2_pg.C_330012	Cre11.g476800.t1.2	Ribosomal protein L18e/L15 superfamily protein
Locus_3823_Transcript_1/1_Confidence_1.000_Length_681	CHLREDRAFT205657	3e-08	SKA_acegs_kg.scaffold_18000022	Cre12.g537050.t1.1	NA
Locus_3824_Transcript_1/1_Confidence_1.000_Length_1006	CHLREDRAFT134189	2e-64	estExt_gwp_1W.C_30103	Cre06.g257450.t1.1	ATPase, F0/V0 complex, subunit C protein
Locus_3826_Transcript_2/3_Confidence_0.667_Length_753	CHLREDRAFT180699	6e-27	fgenesh2_pg.C_scaffold_95000010	Cre41.g786950.t1.2	Aha1 domain-containing protein
Locus_3827_Transcript_1/2_Confidence_0.857_Length_2369	CHLREDRAFT421485	0.0	pasa_Sanger_mRNA4749	Cre10.g429100.t1.1	Class II aaRS and biotin synthetases superfamily protein
Locus_3833_Transcript_1/1_Confidence_1.000_Length_725	CHLREDRAFT96857	8e-33	e_gwH.7.332.1	Cre02.g092050.t1.2	Mitochondrial substrate carrier family protein
Locus_3834_Transcript_1/1_Confidence_1.000_Length_2352	CHLREDRAFT58236	0.0	estExt_GenewiseH_1.C_340013	Cre03.g159650.t1.1	NA
Locus_3837_Transcript_1/2_Confidence_0.800_Length_1693	CHLREDRAFT206627	1e-79	GLW_estExt_fgenesh2_pg.C_670045	Cre16.g665050.t1.1	two-pore  channel 1
Locus_3841_Transcript_4/4_Confidence_0.429_Length_4209	CHLREDRAFT150721	6e-67	Chlre2_kg.scaffold_31000087	Cre12.g525050.t1.2	structural maintenance of chromosomes 6A
Locus_3842_Transcript_1/1_Confidence_1.000_Length_1044	CHLREDRAFT394918	3e-129	pasa_Sanger_mRNA12389	Cre14.g626900.t1.1	phosphomannomutase
Locus_3847_Transcript_1/1_Confidence_1.000_Length_924	CHLREDRAFT402368	2e-37	pasa_Sanger_mRNA26889	Cre06.g290300.t1.1	NA
Locus_3849_Transcript_1/1_Confidence_1.000_Length_1550			Cre05.g231350.t1.1	TSPO(outer membrane tryptophan-rich sensory protein)-related
Locus_3850_Transcript_1/1_Confidence_1.000_Length_1605	CHLREDRAFT143071	8e-90	Chlre2_kg.scaffold_4000194	Cre10.g456150.t1.1	alpha/beta-Hydrolases superfamily protein
Locus_3853_Transcript_1/1_Confidence_1.000_Length_1316	CHLREDRAFT186463	4e-155	estExt_fgenesh2_pg.C_70088	Cre02.g077300.t1.1	fibrillarin 2
Locus_3858_Transcript_1/1_Confidence_1.000_Length_3711	CHLREDRAFT291861	0.0	au.g9783_t1	Cre22.g762350.t1.2	endoplasmic reticulum-type calcium-transporting ATPase 3
Locus_3859_Transcript_1/2_Confidence_0.667_Length_1699	CHLREDRAFT136180	1e-112	estExt_gwp_1W.C_150116	Cre04.g224700.t1.1	peptide transporter  5
Locus_3861_Transcript_1/1_Confidence_1.000_Length_1853	CHLREDRAFT298989	7e-48	kg.chromosome_1_#_714_#_XP_001689963.1	Cre01.g021950.t1.2	NA
Locus_3862_Transcript_1/1_Confidence_1.000_Length_2136	CHLREDRAFT196609	0.0	MHS_e_gwW.3.476.1	Cre06.g258750.t1.1	2-isopropylmalate synthase 1
Locus_3865_Transcript_1/1_Confidence_1.000_Length_2547	CHLREDRAFT205927	0.0	SKA_Chlre2_kg.scaffold_17000111	Cre14.g629000.t1.1	xyloglucanase 113
